,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
1278,2931,44,Single,0,1,71847.0,1192,1,0,2,0.48739938862905025,0,0,80.86405790545126,88.28054298642533,4.163822525597269
1279,907,47,Together,1,1,46149.0,362,0,0,0,0.006992784847971334,0,0,48.67676996154716,52.307692307692314,63.321956769055745
1280,3698,39,Together,0,1,78687.0,2130,1,1,1,0.4809582289017728,0,1,99.07260800723819,72.78280542986425,86.1433447098976
1281,9516,51,Single,0,2,49118.0,1229,1,1,0,0.551209509010032,1,0,81.97240443338612,97.48868778280543,9.351535836177474
1282,679,65,Together,1,4,37633.0,38,0,0,0,0.0348917328809846,0,0,11.558470934177787,10.79185520361991,50.83048919226394
1283,7384,71,Together,0,3,39767.0,485,0,0,0,0.10692613307542728,0,0,54.69350825605067,60.18099547511312,81.68373151308305
1284,5043,71,Together,0,0,26997.0,434,0,0,3,0.05512170471738684,0,0,52.40895724949106,46.06334841628959,10.261660978384528
1285,5267,52,Single,1,1,33986.0,44,0,0,0,0.09419496141192657,0,0,14.431124180049762,10.79185520361991,56.678043230944255
1286,339,50,Together,1,4,57091.0,496,1,1,2,0.3383042353457898,0,1,55.30422981225966,64.27601809954751,17.042093287827075
1287,2516,53,Together,1,2,46831.0,78,0,0,0,-0.010614044719995053,0,0,27.663424564578147,19.366515837104075,15.108077360637088
1288,9010,50,Together,0,3,83151.0,2346,1,1,1,0.5297054590767134,1,0,99.70594888034381,88.28054298642533,19.340159271899886
1289,378,51,Together,0,1,52531.0,794,0,0,2,0.09531062622753411,0,0,65.12101334539697,77.0135746606335,31.35381114903299
1290,4808,66,Together,0,1,15759.0,17,0,0,3,0.0604862827647657,0,0,2.6238407600090476,3.4389140271493215,87.30375426621161
1291,5068,51,Single,1,1,22804.0,26,0,0,3,0.11561745300305692,0,0,6.7631757520922875,10.79185520361991,24.27758816837315
1292,7628,49,Together,1,2,43050.0,76,0,0,0,0.001893525957110953,0,0,27.143180275955665,27.669683257918553,89.57906712172924
1293,7128,45,Single,1,4,42997.0,15,0,0,0,0.15356298517564737,0,0,1.6059714996607102,3.4389140271493215,8.486916951080774
1294,2811,59,Single,1,4,48918.0,62,0,0,0,0.1288016215127335,0,0,22.415743044560056,19.366515837104075,78.72582480091013
1295,3551,68,Together,1,3,60033.0,198,0,0,2,-0.019066976174284156,0,0,40.171906808414384,38.755656108597286,71.39931740614335
1296,1663,44,Together,1,4,34043.0,49,0,0,0,0.07078220601478025,0,0,17.416874010404886,10.79185520361991,2.2525597269624575
1297,5543,56,Together,1,1,57811.0,802,1,0,2,0.29234272430481806,0,0,65.59601900022619,80.85972850678733,50.83048919226394
1298,1577,76,Together,0,1,78569.0,1736,1,1,1,0.38805899319108816,0,1,94.54874462791224,56.15384615384615,85.0967007963595
1299,10641,44,Single,1,1,7500.0,57,0,0,3,0.1586211252095635,0,0,20.696674960416196,27.669683257918553,94.2434584755404
1300,5336,51,Together,1,3,157733.0,59,0,0,1,-0.20604983654435172,0,0,21.397873784211715,0.5656108597285068,62.36632536973834
1301,6024,69,Together,0,1,94384.0,2302,1,1,1,0.43001081300220056,0,1,99.63809092965393,72.78280542986425,37.31513083048919
1302,1878,37,Together,0,2,23148.0,37,0,0,3,0.10991181961909197,0,0,10.925130061072155,19.366515837104075,16.109215017064844
1303,3099,52,Single,1,1,44267.0,310,0,0,0,0.10395510420224957,0,0,46.27912237050441,46.06334841628959,52.104664391353815
1304,6055,43,Together,0,1,71626.0,1305,1,0,2,0.3962667882864212,0,0,83.89504636959964,72.78280542986425,5.164960182025029
1305,5841,56,Together,1,1,60894.0,832,0,0,2,0.019213982660284734,0,0,66.5912689436779,84.68325791855203,38.225255972696246
1306,3972,46,Together,1,1,50200.0,401,0,0,0,0.004696322832038469,0,0,50.441076679484276,52.307692307692314,29.692832764505116
1307,4394,57,Together,0,4,81051.0,1501,1,0,1,0.45276326859550176,0,0,89.07486993892785,88.28054298642533,56.678043230944255
1308,5758,40,Together,0,1,65169.0,1189,1,1,2,0.3998531616463298,0,1,80.70572268717486,98.52941176470588,77.06484641638225
1309,6658,50,Together,1,1,59868.0,1194,0,0,2,0.07011065230585822,0,0,80.9771544899344,96.0633484162896,62.36632536973834
1310,4603,62,Together,1,4,65695.0,656,0,0,2,0.05322870958567885,0,0,60.68762723365755,77.0135746606335,49.670079635949946
1311,8427,66,Single,0,3,64857.0,1540,0,0,2,0.28894313192078047,0,0,90.1832164668627,88.28054298642533,21.319681456200225
1312,10260,57,Together,1,3,45143.0,311,0,0,0,0.037647835744453656,0,0,46.437457588780816,49.20814479638009,25.233219567690558
1313,7143,67,Together,1,2,74805.0,820,0,0,1,-0.00034832436242282494,0,0,66.25197919022845,84.68325791855203,85.0967007963595
1314,8789,33,Together,1,2,59060.0,274,0,0,2,0.01358197453279364,0,0,44.673150870843706,46.06334841628959,22.48009101251422
1315,6197,60,Single,1,4,27238.0,57,0,0,3,0.16986920004199396,0,0,20.696674960416196,27.669683257918553,60.27303754266211
1316,4554,57,Together,1,1,47009.0,448,0,0,0,0.0019178645747076062,0,0,53.24587197466637,52.307692307692314,10.261660978384528
1317,4937,49,Together,1,2,46094.0,44,0,0,0,-0.00776029894623087,0,0,14.431124180049762,10.79185520361991,37.31513083048919
1318,1920,50,Together,1,1,40321.0,102,0,0,0,-0.014841936452654081,0,0,32.23252657769735,27.669683257918553,40.02275312855518
1319,8749,38,Together,1,1,37235.0,61,0,0,0,0.0023609888219716657,0,0,22.03121465731735,10.79185520361991,31.35381114903299
1320,1650,62,Together,0,3,81843.0,1643,0,0,1,0.16652675576630863,0,0,92.51300610721557,97.48868778280543,86.1433447098976
1321,10377,64,Together,1,3,46692.0,397,0,0,0,0.03514145077988923,0,0,50.16964487672473,49.20814479638009,62.36632536973834
1322,9206,54,Together,1,1,77382.0,1121,1,0,1,0.2923253586580755,0,0,77.81045012440624,94.00452488687783,63.321956769055745
1323,10971,45,Single,1,1,37774.0,473,1,1,0,0.41487421796021534,0,1,54.44469577018774,49.20814479638009,71.39931740614335
1324,6398,48,Together,1,0,18393.0,50,0,0,3,0.001552659906783993,0,0,17.824021714544223,27.669683257918553,97.63367463026165
1325,9212,60,Together,1,3,72828.0,1678,0,0,1,0.13369147454654912,0,0,93.32730151549423,88.28054298642533,82.54835039817975
1326,7937,40,Together,0,1,24711.0,58,0,0,3,0.08148602749704376,0,0,21.14906129834879,27.669683257918553,13.174061433447099
1327,839,47,Together,1,4,45503.0,170,0,0,0,0.0578518753465708,0,0,38.2040262384076,38.755656108597286,45.34698521046644
1328,4246,40,Single,0,3,6560.0,373,0,0,3,0.3063437237061082,0,0,49.242252883962905,0.5656108597285068,97.63367463026165
1329,158,77,Together,0,4,71604.0,1196,1,1,2,0.41071192025797837,0,1,81.0450124406243,64.27601809954751,96.38225255972696
1330,4832,43,Together,1,1,27244.0,101,0,0,3,0.020126270239262223,0,0,32.00633340873106,27.669683257918553,15.108077360637088
1331,5621,53,Together,1,1,48752.0,316,0,1,0,-0.01123971614422381,0,1,46.88984392671342,49.20814479638009,91.8316268486917
1332,1945,60,Together,1,1,71434.0,1400,1,0,2,0.32783841421540544,0,0,86.76769961547161,72.78280542986425,95.17633674630261
1333,5147,74,Single,0,1,90842.0,1424,0,0,1,0.16629493994378436,0,0,87.08437005202443,97.48868778280543,41.50170648464164
1334,2535,44,Together,1,3,88097.0,844,1,1,1,0.3003898967651414,0,1,67.0436552816105,77.0135746606335,75.83617747440273
1335,11039,47,Together,1,1,51948.0,311,0,0,0,-0.010270107301357245,0,0,46.437457588780816,46.06334841628959,48.532423208191126
1336,9495,40,Together,0,1,71853.0,1149,0,0,2,0.11166364059728473,0,0,78.73784211716807,64.27601809954751,70.21615472127417
1337,9635,39,Together,0,3,35876.0,129,0,0,0,0.11627122275151741,0,0,34.78850938701651,34.7737556561086,86.1433447098976
1338,2173,70,Single,1,1,40049.0,32,0,0,0,0.0572259233056292,0,0,9.092965392445148,10.79185520361991,77.06484641638225
1339,942,40,Single,1,1,39660.0,299,0,1,0,0.12756850442980644,0,1,45.804116715675185,46.06334841628959,63.321956769055745
1340,9386,60,Together,1,1,50127.0,320,1,0,0,0.2477311692594686,0,0,47.31961094774938,49.20814479638009,11.080773606370876
1341,5510,45,Together,1,3,43263.0,441,0,0,0,0.0718281282073428,0,0,52.725627686043886,52.307692307692314,97.63367463026165
1342,873,73,Together,1,3,62845.0,1178,1,1,2,0.3502146717987915,0,1,80.1402397647591,68.4841628959276,96.38225255972696
1343,2253,32,Together,0,1,18929.0,85,0,0,3,0.1064860910966465,0,0,29.178918796652344,19.366515837104075,84.30034129692832
1344,5181,40,Single,1,0,24367.0,24,0,0,3,0.10294245022838386,0,0,5.948880343813617,3.4389140271493215,40.659840728100114
1345,979,47,Single,1,1,33249.0,112,0,0,0,0.10991163811585963,0,0,33.159918570459176,27.669683257918553,88.41865756541524
1346,10390,63,Together,1,2,26887.0,30,0,0,3,0.010344849175229154,0,0,8.1429540827867,10.79185520361991,72.53697383390217
1347,4698,39,Together,0,4,50150.0,410,0,0,0,0.14359528784448047,0,0,51.00655960190002,56.15384615384615,66.80318543799773
1348,7793,46,Together,1,1,62061.0,800,1,0,2,0.296808730332047,0,0,65.50554173263967,84.68325791855203,87.30375426621161
1349,1745,60,Single,0,4,85696.0,1313,0,1,1,0.2535969940750236,0,1,84.07600090477267,77.0135746606335,11.080773606370876
1350,10590,66,Together,0,4,76542.0,1483,0,0,1,0.17743700201978688,0,0,88.71296086858177,88.28054298642533,8.486916951080774
1351,5080,29,Single,0,1,70515.0,1258,0,1,2,0.2467599635317974,0,1,82.87717710925129,64.27601809954751,87.30375426621161
1352,8369,35,Together,1,1,18227.0,28,0,0,3,0.04020909344934964,0,0,7.328658674508031,3.4389140271493215,78.72582480091013
1353,5232,57,Together,1,1,69139.0,227,0,0,2,-0.06694741412681043,0,0,41.71002035738521,43.09954751131222,77.06484641638225
1354,2407,40,Together,0,1,69109.0,1555,1,1,2,0.43349922231293064,0,1,90.31893236824247,77.0135746606335,89.57906712172924
1355,3834,60,Single,1,1,69627.0,861,0,0,2,0.10563413099127367,0,0,67.54128025333634,84.68325791855203,64.11831626848692
1356,7912,44,Together,1,1,38136.0,103,1,0,0,0.2678855327163314,0,0,32.526577697353545,27.669683257918553,30.44368600682594
1357,7712,76,Single,0,4,62159.0,634,0,0,2,0.20234370931680337,0,0,59.89595114227551,72.78280542986425,31.35381114903299
1358,1065,59,Single,0,1,80695.0,1918,0,0,1,0.2620084417441807,0,0,96.8106763175752,72.78280542986425,14.175199089874857
1359,7275,51,Single,1,3,33316.0,131,0,0,0,0.1542356375099865,0,0,34.99208323908618,34.7737556561086,65.02844141069397
1360,1343,54,Together,1,1,58554.0,586,0,0,2,-0.001388845961783236,0,0,58.40307622709794,64.27601809954751,44.16382252559727
1361,1384,30,Together,1,0,17256.0,62,1,0,3,0.29918335650185257,0,0,22.415743044560056,19.366515837104075,89.57906712172924
1362,9967,48,Single,1,1,53034.0,447,0,0,2,0.10734907370300364,0,0,53.200633340873104,56.15384615384615,68.82821387940842
1363,6181,72,Together,0,2,52203.0,939,0,0,0,0.10862331423824578,0,0,70.59488803438137,97.48868778280543,63.321956769055745
1364,10507,45,Single,1,2,59601.0,797,1,0,2,0.43210676051428365,0,0,65.3698258312599,46.06334841628959,85.0967007963595
1365,2674,64,Single,1,3,75154.0,1143,0,1,1,0.1689282208777381,0,1,78.4664103144085,60.18099547511312,20.341296928327644
1366,2698,46,Single,1,1,47025.0,415,0,0,0,0.11825016865735985,0,0,51.48156525672925,56.15384615384615,47.41751990898749
1367,3231,49,Together,1,1,37971.0,30,0,0,0,-0.017030032686138563,0,0,8.1429540827867,10.79185520361991,2.2525597269624575
1368,4096,54,Single,1,3,41335.0,187,0,0,0,0.1407599811907913,0,0,39.583804569102014,40.88235294117647,75.83617747440273
1369,10476,64,Together,1,1,67267.0,251,0,0,2,-0.06969898257240914,0,0,42.79574756842343,43.09954751131222,100.0
1370,5948,47,Single,1,1,57338.0,237,0,0,2,0.07635143396704738,0,0,42.365980547387466,43.09954751131222,3.23094425483504
1371,9140,62,Together,1,2,50523.0,91,0,0,0,-0.02825511034879835,0,0,30.12893010631079,27.669683257918553,10.261660978384528
1372,10258,57,Single,1,3,35791.0,35,0,0,0,0.13059403124403066,0,0,10.178692603483375,10.79185520361991,5.164960182025029
1373,5675,62,Single,1,4,50611.0,493,1,0,0,0.44074612725685375,0,0,55.100655960190004,64.27601809954751,1.2969283276450512
1374,4743,53,Together,1,4,56242.0,971,0,0,2,0.1194285026893542,0,0,71.81633114679936,91.4027149321267,27.349260523321956
1375,8805,62,Single,1,1,48904.0,371,0,0,0,0.0885671632233237,0,0,49.12915629947975,52.307692307692314,98.81683731513084
1376,1542,47,Single,1,1,56243.0,396,0,0,2,0.09652771375141345,0,0,50.03392897534494,56.15384615384615,73.62912400455063
1377,6770,37,Together,1,1,21355.0,68,1,1,3,0.3063402249025542,0,1,24.768152001809547,19.366515837104075,94.2434584755404
1378,8773,51,Together,1,3,57420.0,322,1,0,2,0.2928606957603908,0,0,47.387468898439266,49.20814479638009,77.95221843003412
1380,10420,67,Single,1,3,46390.0,222,0,0,0,0.11766611674065969,0,0,41.39334992083239,40.88235294117647,42.86689419795222
1381,7514,66,Together,1,2,54342.0,177,0,0,2,-0.031324693411782456,0,0,38.76950916082335,38.755656108597286,25.233219567690558
1384,793,49,Together,1,1,20895.0,45,0,0,3,0.018493861592256106,0,0,15.041845736258766,19.366515837104075,75.83617747440273
1385,10909,74,Together,0,1,92344.0,1899,1,0,1,0.38185518605681235,0,0,96.53924451481565,80.85972850678733,90.71672354948805
1387,8702,46,Together,1,2,26907.0,22,0,0,3,0.03168816297965321,0,0,4.908391766568649,10.79185520361991,89.57906712172924
1388,4791,42,Together,1,1,44964.0,41,0,0,0,-0.020458569653637515,0,0,12.757294729699161,10.79185520361991,64.11831626848692
1389,2963,43,Together,0,1,75507.0,1440,0,0,1,0.13344889869778,0,0,87.5141370730604,80.85972850678733,42.86689419795222
1390,8216,50,Together,1,3,53761.0,325,0,0,2,0.031340166994707486,0,0,47.54580411671567,46.06334841628959,92.67349260523322
1391,8140,49,Together,1,1,22682.0,95,0,0,3,0.020616726687389064,0,0,31.01108346527935,34.7737556561086,48.532423208191126
1392,10146,50,Together,1,4,38887.0,42,0,0,0,0.05252747740684144,0,0,13.232300384528386,10.79185520361991,82.54835039817975
1393,5289,47,Single,1,2,41658.0,72,0,0,0,0.11249917979158192,0,0,26.23840760009048,10.79185520361991,68.82821387940842
1394,2587,50,Together,1,4,29791.0,20,0,0,3,0.0680537758591036,0,0,3.822664555530423,19.366515837104075,78.72582480091013
1395,4405,66,Together,1,3,63915.0,789,0,0,2,0.042798151039221244,0,0,64.84958154263741,84.68325791855203,97.63367463026165
1396,8663,48,Single,1,1,39996.0,15,0,0,0,0.08425013693493863,0,0,1.6059714996607102,3.4389140271493215,14.175199089874857
1397,2589,50,Single,1,1,26759.0,59,0,0,3,0.11283163458574019,0,0,21.397873784211715,27.669683257918553,34.106939704209324
1398,3421,54,Single,1,3,63841.0,908,0,0,2,0.1778343179436095,0,0,69.48654150644651,84.68325791855203,35.31285551763367
1399,10490,53,Together,1,4,51039.0,417,0,0,0,0.06699268098089775,0,0,51.662519791902284,49.20814479638009,88.41865756541524
1400,4094,61,Together,1,1,60544.0,289,0,0,2,-0.04814472457417768,0,0,45.39696901153585,46.06334841628959,7.394766780432309
1401,9958,50,Together,1,1,65685.0,769,0,0,2,0.010455446488281034,0,0,64.3067179371183,80.85972850678733,45.34698521046644
1402,2534,69,Together,1,1,37716.0,188,0,0,0,-0.02485322590112865,0,0,39.67428183668853,38.755656108597286,95.17633674630261
1403,4188,65,Single,1,1,36864.0,354,0,1,0,0.10655802223307637,0,1,48.4053381587876,46.06334841628959,46.50739476678043
1404,6613,52,Together,1,3,44511.0,727,0,0,0,0.09256860030239272,0,0,62.76860438814747,80.85972850678733,60.27303754266211
1405,10827,55,Together,1,4,36947.0,146,0,0,0,0.06159308501079325,0,0,36.55281610495363,34.7737556561086,50.83048919226394
1406,5491,71,Together,1,3,47352.0,319,0,0,0,0.015822538939454206,0,0,47.25175299705949,49.20814479638009,29.692832764505116
1407,8402,69,Together,1,3,67087.0,794,0,0,2,0.03314779602559237,0,0,65.12101334539697,80.85972850678733,59.29465301478953
1408,8783,72,Together,1,1,57045.0,454,0,0,2,-0.03694921372950977,0,0,53.47206514363266,60.18099547511312,59.29465301478953
1409,10010,69,Single,1,4,36957.0,152,0,1,0,0.14957626898000534,0,1,36.91472517529971,34.7737556561086,56.678043230944255
1410,618,45,Together,1,4,69389.0,797,0,0,2,0.08416906972643873,0,0,65.3698258312599,84.68325791855203,82.54835039817975
1411,9121,50,Together,1,1,80134.0,1690,1,1,1,0.35655951515196616,0,1,93.62135263515043,56.15384615384615,59.29465301478953
1412,361,53,Together,1,3,43142.0,20,0,0,0,0.013899337642831522,0,0,3.822664555530423,3.4389140271493215,15.108077360637088
1413,4310,78,Together,0,1,80589.0,1428,1,1,1,0.346553480037045,0,1,87.19746663650758,80.85972850678733,74.65301478953356
1414,2678,32,Single,1,1,34412.0,209,0,0,0,0.13826017855819453,0,0,40.556435195657095,38.755656108597286,37.31513083048919
1415,6376,43,Single,1,1,57537.0,545,0,0,2,0.11608365763973405,0,0,57.02329789640353,60.18099547511312,16.109215017064844
1416,524,56,Together,0,0,22634.0,96,0,0,3,0.04515135849088919,0,0,31.259895951142276,19.366515837104075,53.15130830489192
1417,10341,74,Together,0,1,51315.0,222,0,0,0,0.0027829297743089954,0,0,41.39334992083239,40.88235294117647,55.358361774744026
1418,5654,50,Together,1,1,36026.0,61,0,0,0,-0.010977536714415037,0,0,22.03121465731735,19.366515837104075,65.02844141069397
1419,4098,49,Together,1,1,24639.0,44,0,0,3,0.010964283462887331,0,0,14.431124180049762,27.669683257918553,96.38225255972696
1420,5824,50,Together,1,4,34578.0,8,0,0,0,0.05721238080836291,0,0,0.24881248586292692,3.4389140271493215,98.81683731513084
1421,7000,50,Single,0,2,65704.0,817,0,0,2,0.2025865143792526,0,0,66.04840533815879,88.28054298642533,81.68373151308305
1422,2561,56,Single,1,1,63810.0,1371,1,0,2,0.4505796655809166,0,0,85.81768830581316,77.0135746606335,55.358361774744026
1423,5229,53,Together,1,4,54132.0,42,0,0,2,0.01839598187737429,0,0,13.232300384528386,10.79185520361991,18.11149032992036
1424,4086,63,Together,0,1,18690.0,60,0,0,3,0.06348362198947782,0,0,21.691924903867903,10.79185520361991,22.48009101251422
1425,2428,52,Together,1,1,28164.0,78,0,0,3,0.003899026076939982,0,0,27.663424564578147,27.669683257918553,77.06484641638225
1426,8254,48,Together,1,4,34596.0,23,0,0,0,0.06149775193627077,0,0,5.564351956570912,3.4389140271493215,52.104664391353815
1427,2836,50,Together,1,4,43269.0,19,0,0,0,0.041242544987864976,0,0,3.415516851391088,3.4389140271493215,38.225255972696246
1428,8418,64,Single,1,2,38741.0,61,0,0,0,0.09474259710741817,0,0,22.03121465731735,19.366515837104075,39.203640500568824
1429,1362,50,Single,0,1,31907.0,449,0,0,3,0.20408168241782101,0,0,53.313729925356256,52.307692307692314,24.27758816837315
1430,7152,39,Together,1,3,27100.0,37,0,0,3,0.06595714354184767,0,0,10.925130061072155,10.79185520361991,35.31285551763367
1431,10033,49,Single,1,2,31163.0,38,0,0,3,0.12681542860490969,0,0,11.558470934177787,10.79185520361991,45.34698521046644
1432,9349,37,Together,0,1,92533.0,1131,1,0,1,0.3430136823319714,0,0,78.12712056095906,88.28054298642533,15.108077360637088
1433,274,49,Single,1,1,34853.0,34,0,0,0,0.09527837337511508,0,0,9.77154489934404,19.366515837104075,24.27758816837315
1434,3388,55,Single,1,1,70844.0,294,0,0,2,0.04556449841982291,0,0,45.60054286360552,49.20814479638009,83.4584755403868
1435,922,43,Together,1,2,31086.0,48,1,0,3,0.30070744657842974,0,0,16.851391087989143,10.79185520361991,20.341296928327644
1436,8588,61,Together,1,1,60544.0,289,0,0,2,-0.04814472457417768,0,0,45.39696901153585,46.06334841628959,7.394766780432309
1437,2518,36,Together,0,2,20491.0,30,0,0,3,0.11569329749319163,0,0,8.1429540827867,3.4389140271493215,83.4584755403868
1438,574,58,Together,0,1,42523.0,125,0,0,0,0.030190906377313975,0,0,34.49445826736033,27.669683257918553,3.23094425483504
1439,3220,39,Together,1,1,39922.0,156,0,0,0,0.006486357798155207,0,0,37.20877629495589,34.7737556561086,68.82821387940842
1440,5967,70,Together,1,1,33402.0,70,0,0,0,-0.03098279340444443,0,0,25.559828093191584,27.669683257918553,39.203640500568824
